Cell Number,X,Y,Z,Cell Flux,Standard Deviation
180,2.00000E+02,3.00000E+02,0.00000E+00,6.20059E-11,1.74000E-02
181,-2.00000E+02,4.00000E+02,0.00000E+00,2.00448E-10,9.80000E-03
182,-1.00000E+02,4.00000E+02,0.00000E+00,1.74393E-08,1.00000E-03
183,0.00000E+00,4.00000E+02,0.00000E+00,3.33878E-08,7.00000E-04
184,1.00000E+02,4.00000E+02,0.00000E+00,1.79178E-08,1.00000E-03
185,2.00000E+02,4.00000E+02,0.00000E+00,2.31292E-10,9.10000E-03
186,-2.00000E+02,5.00000E+02,0.00000E+00,3.93766E-10,7.00000E-03
187,-1.00000E+02,5.00000E+02,0.00000E+00,3.26474E-08,7.00000E-04
188,0.00000E+00,5.00000E+02,0.00000E+00,6.52215E-08,5.00000E-04
189,1.00000E+02,5.00000E+02,0.00000E+00,3.39576E-08,7.00000E-04
190,2.00000E+02,5.00000E+02,0.00000E+00,4.19371E-10,6.80000E-03
191,-2.00000E+02,6.00000E+02,0.00000E+00,2.36022E-10,9.10000E-03
192,-1.00000E+02,6.00000E+02,0.00000E+00,1.84572E-08,1.00000E-03
193,0.00000E+00,6.00000E+02,0.00000E+00,3.47836E-08,7.00000E-04
194,1.00000E+02,6.00000E+02,0.00000E+00,1.92159E-08,9.00000E-04
195,2.00000E+02,6.00000E+02,0.00000E+00,2.48494E-10,8.80000E-03
196,-2.00000E+02,7.00000E+02,0.00000E+00,4.01409E-12,6.42000E-02
197,-1.00000E+02,7.00000E+02,0.00000E+00,2.56185E-10,8.70000E-03
198,0.00000E+00,7.00000E+02,0.00000E+00,4.56909E-10,6.50000E-03
199,1.00000E+02,7.00000E+02,0.00000E+00,2.57053E-10,8.70000E-03
200,2.00000E+02,7.00000E+02,0.00000E+00,4.09766E-12,6.49000E-02
201,3.00000E+02,3.00000E+02,0.00000E+00,4.58221E-12,5.96000E-02
202,4.00000E+02,3.00000E+02,0.00000E+00,2.09111E-10,9.60000E-03
203,5.00000E+02,3.00000E+02,0.00000E+00,3.98380E-10,7.00000E-03
204,6.00000E+02,3.00000E+02,0.00000E+00,2.17568E-10,9.40000E-03
205,7.00000E+02,3.00000E+02,0.00000E+00,3.32552E-12,6.90000E-02
206,3.00000E+02,4.00000E+02,0.00000E+00,2.05885E-10,9.70000E-03
207,4.00000E+02,4.00000E+02,0.00000E+00,1.55939E-08,1.00000E-03
208,5.00000E+02,4.00000E+02,0.00000E+00,3.06466E-08,7.00000E-04
209,6.00000E+02,4.00000E+02,0.00000E+00,1.69767E-08,1.00000E-03
210,7.00000E+02,4.00000E+02,0.00000E+00,2.28694E-10,9.30000E-03
211,3.00000E+02,5.00000E+02,0.00000E+00,3.92147E-10,7.00000E-03
212,4.00000E+02,5.00000E+02,0.00000E+00,3.02408E-08,8.00000E-04
213,5.00000E+02,5.00000E+02,0.00000E+00,5.88873E-08,5.00000E-04
